IncidentCode,SupplierID,SupplierName,Region,SupplierCategory,ReliabilityScore,WarehouseLocation,ShipmentStatus,DeliveryDelayDays,TransportationCost,InventoryLevel,DemandForecast,IncidentCategory,Title,Description,Severity,ImpactScore,OccurredAt,ResolutionStatus
INC-00267,SUP-009,Midwest Components Inc,North America,Electronics,72.74,"Dubai, UAE",In-Transit,9.9,35214.41,1281.67,2804.75,supplier,Midwest Components Inc reliability score degradation,"Supplier Midwest Components Inc has shown a pattern of late deliveries over the past 30 days, averaging 9.9 days behind schedule.",high,5.63,2025-11-25,open
INC-00268,SUP-005,Gulf Region Distributors,Middle East,Manufacturing,63.23,"Los Angeles, USA",In-Transit,7.34,29575.29,2644.38,1791.29,shipment,Transportation cost spike on Middle East routes,Freight costs from Middle East increased by 29% due to fuel surcharges and carrier capacity constraints.,high,5.83,2026-05-19,closed
INC-00269,SUP-007,Southeast Asia Textiles,Asia-Pacific,Manufacturing,64.54,"Los Angeles, USA",Delayed,8.27,54198.61,1095.39,185.46,supplier,Southeast Asia Textiles quality control hold,Batch from Southeast Asia Textiles placed on quality hold pending inspection. 1095 units temporarily unavailable.,high,7.25,2026-02-15,open
INC-00270,SUP-009,Midwest Components Inc,North America,Electronics,65.2,"Houston, USA",On-Time,1.72,4541.9,585.16,3360.87,demand,Demand surge exceeds Midwest Components Inc capacity,"Q-on-Q demand has increased by 16%, exceeding current supply agreements with Midwest Components Inc.",critical,8.45,2025-06-26,open
INC-00271,SUP-004,NorAm Supply Chain,North America,Packaging,62.62,"Tokyo, Japan",On-Time,1.39,17959.17,3325.24,2683.68,inventory,Low inventory alert — NorAm Supply Chain components,Stock levels for Packaging components from NorAm Supply Chain have dropped below reorder point. Current: 3325 units vs demand forecast: 2684 units.,low,2.02,2025-10-18,in_progress
INC-00272,SUP-002,Pacific Rim Manufacturing,Asia-Pacific,Raw Materials,43.21,"Rotterdam, Netherlands",Critical,22.6,28380.17,3064.56,3134.04,supplier,Pacific Rim Manufacturing reliability score degradation,"Supplier Pacific Rim Manufacturing has shown a pattern of late deliveries over the past 30 days, averaging 22.6 days behind schedule.",critical,7.58,2026-02-24,in_progress
INC-00273,SUP-004,NorAm Supply Chain,North America,Packaging,62.83,"Tokyo, Japan",Customs-Hold,2.46,14428.78,113.11,447.11,inventory,Stockout risk for Packaging components,"At current consumption rate, Packaging component stock will reach zero in 7 days without restocking.",high,5.65,2025-07-28,resolved
INC-00274,SUP-002,Pacific Rim Manufacturing,Asia-Pacific,Raw Materials,50.94,Singapore,In-Transit,7.44,26207.82,4887.59,1130.09,shipment,Port congestion affecting Pacific Rim Manufacturing shipments,Congestion at Singapore port is causing 7-day delays for all Pacific Rim Manufacturing shipments.,high,7.1,2025-06-27,open
INC-00275,SUP-007,Southeast Asia Textiles,Asia-Pacific,Manufacturing,60.84,"Sydney, Australia",In-Transit,5.35,42184.81,277.15,3422.8,supplier,Geopolitical risk — Asia-Pacific trade route,New regulatory requirements in Asia-Pacific affecting imports from Southeast Asia Textiles. Compliance timeline: 13 days.,critical,8.04,2026-05-07,resolved
INC-00276,SUP-002,Pacific Rim Manufacturing,Asia-Pacific,Raw Materials,41.81,"Houston, USA",Critical,16.24,8033.1,2031.24,1880.5,supplier,Pacific Rim Manufacturing reliability score degradation,"Supplier Pacific Rim Manufacturing has shown a pattern of late deliveries over the past 30 days, averaging 16.2 days behind schedule.",critical,7.73,2025-12-16,resolved
INC-00277,SUP-001,GlobalTech Components,Asia-Pacific,Electronics,81.58,"Sydney, Australia",On-Time,3.83,7496.79,4560.57,1982.43,supplier,Geopolitical risk — Asia-Pacific trade route,New regulatory requirements in Asia-Pacific affecting imports from GlobalTech Components. Compliance timeline: 20 days.,medium,3.06,2026-03-20,resolved
INC-00278,SUP-003,EuroLogistics Partners,Europe,Logistics,82.25,"São Paulo, Brazil",On-Time,1.32,49042.48,2231.41,347.01,supplier,Geopolitical risk — Europe trade route,New regulatory requirements in Europe affecting imports from EuroLogistics Partners. Compliance timeline: 26 days.,low,2.45,2026-05-03,open
INC-00279,SUP-006,Andean Resources Ltd,South America,Raw Materials,71.42,"São Paulo, Brazil",On-Time,2.94,34766.67,2192.6,2933.94,inventory,Stockout risk for Raw Materials components,"At current consumption rate, Raw Materials component stock will reach zero in 20 days without restocking.",low,2.78,2026-02-03,in_progress
INC-00280,SUP-001,GlobalTech Components,Asia-Pacific,Electronics,83.64,Singapore,In-Transit,5.01,28795.08,2372.98,2033.76,demand,Demand surge exceeds GlobalTech Components capacity,"Q-on-Q demand has increased by 51%, exceeding current supply agreements with GlobalTech Components.",medium,3.1,2025-08-25,open
INC-00281,SUP-009,Midwest Components Inc,North America,Electronics,66.84,Singapore,On-Time,2.21,14455.0,2322.52,3224.92,shipment,Weather-related disruption — North America,"Severe weather event in North America has disrupted logistics for Midwest Components Inc, causing estimated 2-day delay.",low,2.49,2026-01-17,open
INC-00282,SUP-002,Pacific Rim Manufacturing,Asia-Pacific,Raw Materials,43.89,"Sydney, Australia",Delayed,13.22,31102.24,4138.25,3187.95,shipment,Weather-related disruption — Asia-Pacific,"Severe weather event in Asia-Pacific has disrupted logistics for Pacific Rim Manufacturing, causing estimated 13-day delay.",high,7.4,2026-04-14,open
INC-00283,SUP-001,GlobalTech Components,Asia-Pacific,Electronics,75.92,"São Paulo, Brazil",On-Time,0.0,19594.55,3848.71,2439.81,shipment,Transportation cost spike on Asia-Pacific routes,Freight costs from Asia-Pacific increased by 49% due to fuel surcharges and carrier capacity constraints.,low,1.0,2026-05-04,open
INC-00284,SUP-005,Gulf Region Distributors,Middle East,Manufacturing,53.38,Singapore,Delayed,7.67,7635.08,4489.54,2020.45,supplier,Gulf Region Distributors quality control hold,Batch from Gulf Region Distributors placed on quality hold pending inspection. 4490 units temporarily unavailable.,high,5.93,2025-12-28,closed
INC-00285,SUP-004,NorAm Supply Chain,North America,Packaging,64.51,Singapore,On-Time,4.83,23966.93,4636.8,3366.12,inventory,Stockout risk for Packaging components,"At current consumption rate, Packaging component stock will reach zero in 15 days without restocking.",medium,3.27,2026-03-30,in_progress
INC-00286,SUP-001,GlobalTech Components,Asia-Pacific,Electronics,70.45,"Los Angeles, USA",On-Time,4.32,51571.34,4202.14,1983.43,inventory,Low inventory alert — GlobalTech Components components,Stock levels for Electronics components from GlobalTech Components have dropped below reorder point. Current: 4202 units vs demand forecast: 1983 units.,medium,3.77,2026-02-17,in_progress
INC-00287,SUP-010,Bay Area Tech Supplies,North America,Electronics,87.38,"Dubai, UAE",On-Time,0.91,22387.12,4898.53,3672.05,supplier,Bay Area Tech Supplies reliability score degradation,"Supplier Bay Area Tech Supplies has shown a pattern of late deliveries over the past 30 days, averaging 0.9 days behind schedule.",low,1.28,2025-10-07,in_progress
INC-00288,SUP-009,Midwest Components Inc,North America,Electronics,67.65,"Rotterdam, Netherlands",In-Transit,10.19,47617.5,3573.78,3748.5,shipment,Port congestion affecting Midwest Components Inc shipments,"Congestion at Rotterdam, Netherlands port is causing 10-day delays for all Midwest Components Inc shipments.",high,7.34,2026-04-21,open
INC-00289,SUP-003,EuroLogistics Partners,Europe,Logistics,80.3,"Tokyo, Japan",On-Time,1.16,19086.21,621.26,1473.73,inventory,Stockout risk for Logistics components,"At current consumption rate, Logistics component stock will reach zero in 21 days without restocking.",high,6.07,2026-02-02,closed
INC-00290,SUP-007,Southeast Asia Textiles,Asia-Pacific,Manufacturing,63.18,"Dubai, UAE",On-Time,1.55,3339.42,769.37,2713.99,demand,Demand surge exceeds Southeast Asia Textiles capacity,"Q-on-Q demand has increased by 51%, exceeding current supply agreements with Southeast Asia Textiles.",high,5.79,2025-09-12,open
INC-00291,SUP-005,Gulf Region Distributors,Middle East,Manufacturing,59.78,"Houston, USA",Critical,15.08,21010.17,2290.34,2502.82,inventory,Stockout risk for Manufacturing components,"At current consumption rate, Manufacturing component stock will reach zero in 9 days without restocking.",critical,8.28,2026-05-13,in_progress
INC-00292,SUP-005,Gulf Region Distributors,Middle East,Manufacturing,57.46,"São Paulo, Brazil",In-Transit,7.65,22223.88,2112.0,3173.63,shipment,Transportation cost spike on Middle East routes,Freight costs from Middle East increased by 63% due to fuel surcharges and carrier capacity constraints.,high,6.74,2026-05-18,closed
INC-00293,SUP-008,Nordic Cold Chain,Europe,Logistics,97.3,"Houston, USA",On-Time,0.0,39345.34,3255.78,3044.92,demand,Demand surge exceeds Nordic Cold Chain capacity,"Q-on-Q demand has increased by 43%, exceeding current supply agreements with Nordic Cold Chain.",low,1.9,2026-03-08,resolved
INC-00294,SUP-002,Pacific Rim Manufacturing,Asia-Pacific,Raw Materials,46.19,"Dubai, UAE",Critical,15.72,29233.88,1917.13,1771.18,demand,Demand surge exceeds Pacific Rim Manufacturing capacity,"Q-on-Q demand has increased by 17%, exceeding current supply agreements with Pacific Rim Manufacturing.",critical,7.51,2026-03-13,in_progress
INC-00295,SUP-003,EuroLogistics Partners,Europe,Logistics,99.13,"Dubai, UAE",On-Time,1.77,33634.66,3879.62,2538.93,shipment,Port congestion affecting EuroLogistics Partners shipments,"Congestion at Dubai, UAE port is causing 2-day delays for all EuroLogistics Partners shipments.",low,2.05,2026-05-06,open
INC-00296,SUP-009,Midwest Components Inc,North America,Electronics,75.39,"Rotterdam, Netherlands",In-Transit,6.72,24044.36,2708.33,458.59,shipment,Transportation cost spike on North America routes,Freight costs from North America increased by 46% due to fuel surcharges and carrier capacity constraints.,medium,4.9,2025-09-23,in_progress
INC-00297,SUP-009,Midwest Components Inc,North America,Electronics,63.66,"Frankfurt, Germany",Delayed,5.71,41863.09,3264.04,547.42,shipment,Midwest Components Inc delivery delayed by customs clearance,"Shipment from Midwest Components Inc held at Frankfurt, Germany customs for 6 days due to documentation issues.",medium,4.37,2025-11-26,open
INC-00298,SUP-007,Southeast Asia Textiles,Asia-Pacific,Manufacturing,71.4,"São Paulo, Brazil",On-Time,1.12,22451.42,2724.17,1203.03,demand,Demand surge exceeds Southeast Asia Textiles capacity,"Q-on-Q demand has increased by 38%, exceeding current supply agreements with Southeast Asia Textiles.",low,2.8,2026-02-21,open
INC-00299,SUP-006,Andean Resources Ltd,South America,Raw Materials,66.88,"Sydney, Australia",On-Time,2.87,10871.92,4783.57,2198.1,supplier,Andean Resources Ltd quality control hold,Batch from Andean Resources Ltd placed on quality hold pending inspection. 4784 units temporarily unavailable.,low,2.67,2025-06-05,open
INC-00300,SUP-009,Midwest Components Inc,North America,Electronics,74.88,"Houston, USA",On-Time,0.0,41292.88,2204.43,3285.34,shipment,Midwest Components Inc delivery delayed by customs clearance,"Shipment from Midwest Components Inc held at Houston, USA customs for 0 days due to documentation issues.",medium,3.18,2025-07-08,open
INC-00301,SUP-003,EuroLogistics Partners,Europe,Logistics,89.75,"Frankfurt, Germany",Customs-Hold,0.0,32473.0,1176.85,1108.73,inventory,Low inventory alert — EuroLogistics Partners components,Stock levels for Logistics components from EuroLogistics Partners have dropped below reorder point. Current: 1177 units vs demand forecast: 1109 units.,low,2.07,2025-12-17,resolved
INC-00302,SUP-010,Bay Area Tech Supplies,North America,Electronics,90.63,Singapore,On-Time,3.06,4412.39,4248.84,1495.03,demand,Demand surge exceeds Bay Area Tech Supplies capacity,"Q-on-Q demand has increased by 26%, exceeding current supply agreements with Bay Area Tech Supplies.",medium,4.53,2026-02-14,in_progress
INC-00303,SUP-007,Southeast Asia Textiles,Asia-Pacific,Manufacturing,55.19,"Mumbai, India",In-Transit,12.75,27121.35,2690.67,631.89,shipment,Port congestion affecting Southeast Asia Textiles shipments,"Congestion at Mumbai, India port is causing 13-day delays for all Southeast Asia Textiles shipments.",high,7.41,2025-12-19,open
INC-00304,SUP-009,Midwest Components Inc,North America,Electronics,71.95,Singapore,On-Time,3.63,4213.98,2884.96,1636.92,shipment,Port congestion affecting Midwest Components Inc shipments,Congestion at Singapore port is causing 4-day delays for all Midwest Components Inc shipments.,medium,3.42,2026-03-09,resolved
INC-00305,SUP-009,Midwest Components Inc,North America,Electronics,71.99,"Tokyo, Japan",In-Transit,6.74,34694.9,1301.07,547.03,inventory,Stockout risk for Electronics components,"At current consumption rate, Electronics component stock will reach zero in 26 days without restocking.",medium,3.15,2026-05-11,resolved
INC-00306,SUP-002,Pacific Rim Manufacturing,Asia-Pacific,Raw Materials,44.99,"Sydney, Australia",Critical,16.28,32771.57,4760.12,1492.84,inventory,Low inventory alert — Pacific Rim Manufacturing components,Stock levels for Raw Materials components from Pacific Rim Manufacturing have dropped below reorder point. Current: 4760 units vs demand forecast: 1493 units.,critical,9.3,2026-05-11,open
INC-00307,SUP-008,Nordic Cold Chain,Europe,Logistics,85.41,"São Paulo, Brazil",On-Time,1.01,18200.8,2941.64,2305.65,shipment,Transportation cost spike on Europe routes,Freight costs from Europe increased by 63% due to fuel surcharges and carrier capacity constraints.,low,2.42,2025-12-05,resolved
INC-00308,SUP-007,Southeast Asia Textiles,Asia-Pacific,Manufacturing,60.21,"São Paulo, Brazil",Delayed,12.92,38017.75,1691.24,1971.82,supplier,Southeast Asia Textiles reliability score degradation,"Supplier Southeast Asia Textiles has shown a pattern of late deliveries over the past 30 days, averaging 12.9 days behind schedule.",high,6.79,2026-01-16,open
INC-00309,SUP-005,Gulf Region Distributors,Middle East,Manufacturing,59.73,"Houston, USA",Delayed,6.97,30546.76,1353.01,3556.71,supplier,Geopolitical risk — Middle East trade route,New regulatory requirements in Middle East affecting imports from Gulf Region Distributors. Compliance timeline: 4 days.,high,6.66,2025-07-11,closed
INC-00310,SUP-010,Bay Area Tech Supplies,North America,Electronics,83.32,"Los Angeles, USA",On-Time,2.5,15812.67,4475.23,2204.74,demand,Demand surge exceeds Bay Area Tech Supplies capacity,"Q-on-Q demand has increased by 30%, exceeding current supply agreements with Bay Area Tech Supplies.",low,1.27,2026-05-02,in_progress
INC-00311,SUP-009,Midwest Components Inc,North America,Electronics,74.01,"Sydney, Australia",In-Transit,6.79,2561.36,1232.46,3859.6,supplier,Midwest Components Inc reliability score degradation,"Supplier Midwest Components Inc has shown a pattern of late deliveries over the past 30 days, averaging 6.8 days behind schedule.",high,5.86,2026-04-12,in_progress
INC-00312,SUP-003,EuroLogistics Partners,Europe,Logistics,87.49,"Dubai, UAE",On-Time,0.05,21016.16,1133.15,2001.8,shipment,Port congestion affecting EuroLogistics Partners shipments,"Congestion at Dubai, UAE port is causing 0-day delays for all EuroLogistics Partners shipments.",medium,3.78,2025-07-04,in_progress
INC-00313,SUP-001,GlobalTech Components,Asia-Pacific,Electronics,79.0,"Houston, USA",Delayed,5.58,7470.93,4843.78,2570.91,supplier,GlobalTech Components quality control hold,Batch from GlobalTech Components placed on quality hold pending inspection. 4844 units temporarily unavailable.,medium,4.31,2025-10-20,open
INC-00314,SUP-010,Bay Area Tech Supplies,North America,Electronics,77.58,"Chicago, USA",On-Time,0.0,29383.13,1912.83,3638.25,shipment,Weather-related disruption — North America,"Severe weather event in North America has disrupted logistics for Bay Area Tech Supplies, causing estimated 0-day delay.",medium,4.77,2026-02-21,open
INC-00315,SUP-009,Midwest Components Inc,North America,Electronics,73.97,"Los Angeles, USA",On-Time,2.46,14189.51,2596.98,1195.16,shipment,Transportation cost spike on North America routes,Freight costs from North America increased by 19% due to fuel surcharges and carrier capacity constraints.,low,1.83,2025-08-17,open
INC-00316,SUP-002,Pacific Rim Manufacturing,Asia-Pacific,Raw Materials,39.33,"Rotterdam, Netherlands",Delayed,13.09,13167.31,848.17,3350.12,supplier,Pacific Rim Manufacturing reliability score degradation,"Supplier Pacific Rim Manufacturing has shown a pattern of late deliveries over the past 30 days, averaging 13.1 days behind schedule.",high,6.76,2025-06-13,open
INC-00317,SUP-010,Bay Area Tech Supplies,North America,Electronics,84.82,"Sydney, Australia",On-Time,2.82,50889.68,2607.37,1681.28,demand,Demand surge exceeds Bay Area Tech Supplies capacity,"Q-on-Q demand has increased by 11%, exceeding current supply agreements with Bay Area Tech Supplies.",low,2.89,2026-03-17,open
INC-00318,SUP-008,Nordic Cold Chain,Europe,Logistics,87.57,"Tokyo, Japan",On-Time,0.45,27528.43,1135.85,1701.99,demand,Demand surge exceeds Nordic Cold Chain capacity,"Q-on-Q demand has increased by 55%, exceeding current supply agreements with Nordic Cold Chain.",medium,3.34,2025-08-14,resolved
INC-00319,SUP-006,Andean Resources Ltd,South America,Raw Materials,84.95,"Rotterdam, Netherlands",On-Time,1.82,5648.67,1922.15,615.63,supplier,Andean Resources Ltd reliability score degradation,"Supplier Andean Resources Ltd has shown a pattern of late deliveries over the past 30 days, averaging 1.8 days behind schedule.",low,2.21,2025-06-10,open
INC-00320,SUP-008,Nordic Cold Chain,Europe,Logistics,97.51,"Frankfurt, Germany",On-Time,0.41,48520.89,2680.58,3034.29,shipment,Nordic Cold Chain delivery delayed by customs clearance,"Shipment from Nordic Cold Chain held at Frankfurt, Germany customs for 0 days due to documentation issues.",low,2.79,2025-07-19,closed
INC-00321,SUP-007,Southeast Asia Textiles,Asia-Pacific,Manufacturing,56.24,"Chicago, USA",Delayed,7.07,4302.23,2672.59,995.0,supplier,Southeast Asia Textiles quality control hold,Batch from Southeast Asia Textiles placed on quality hold pending inspection. 2673 units temporarily unavailable.,high,5.77,2026-02-03,in_progress
INC-00322,SUP-004,NorAm Supply Chain,North America,Packaging,66.77,"Houston, USA",Delayed,5.8,33709.49,2741.47,1105.44,inventory,Stockout risk for Packaging components,"At current consumption rate, Packaging component stock will reach zero in 3 days without restocking.",medium,3.01,2025-06-04,resolved
INC-00323,SUP-004,NorAm Supply Chain,North America,Packaging,63.34,"Dubai, UAE",On-Time,3.48,21200.3,816.15,2641.15,demand,Demand surge exceeds NorAm Supply Chain capacity,"Q-on-Q demand has increased by 57%, exceeding current supply agreements with NorAm Supply Chain.",high,7.48,2025-10-09,in_progress
INC-00324,SUP-004,NorAm Supply Chain,North America,Packaging,57.52,"Dubai, UAE",In-Transit,10.33,27570.79,1882.55,2264.15,supplier,NorAm Supply Chain reliability score degradation,"Supplier NorAm Supply Chain has shown a pattern of late deliveries over the past 30 days, averaging 10.3 days behind schedule.",high,7.21,2025-10-09,resolved
INC-00325,SUP-002,Pacific Rim Manufacturing,Asia-Pacific,Raw Materials,44.93,"São Paulo, Brazil",Delayed,5.77,39063.51,850.89,936.39,supplier,Pacific Rim Manufacturing reliability score degradation,"Supplier Pacific Rim Manufacturing has shown a pattern of late deliveries over the past 30 days, averaging 5.8 days behind schedule.",medium,3.78,2025-12-24,resolved
INC-00326,SUP-001,GlobalTech Components,Asia-Pacific,Electronics,75.12,"Rotterdam, Netherlands",On-Time,0.0,26998.44,3021.21,443.75,supplier,GlobalTech Components quality control hold,Batch from GlobalTech Components placed on quality hold pending inspection. 3021 units temporarily unavailable.,low,2.23,2025-10-14,in_progress
INC-00327,SUP-005,Gulf Region Distributors,Middle East,Manufacturing,56.39,"Shanghai, China",On-Time,2.55,52122.94,4110.13,2597.14,demand,Demand surge exceeds Gulf Region Distributors capacity,"Q-on-Q demand has increased by 21%, exceeding current supply agreements with Gulf Region Distributors.",low,1.39,2026-01-12,closed
INC-00328,SUP-010,Bay Area Tech Supplies,North America,Electronics,75.27,"Shanghai, China",On-Time,1.95,34605.07,3386.42,1502.99,supplier,Bay Area Tech Supplies quality control hold,Batch from Bay Area Tech Supplies placed on quality hold pending inspection. 3386 units temporarily unavailable.,low,1.71,2026-05-03,in_progress
INC-00329,SUP-007,Southeast Asia Textiles,Asia-Pacific,Manufacturing,55.82,"Houston, USA",On-Time,4.38,41057.05,389.66,451.65,demand,Demand surge exceeds Southeast Asia Textiles capacity,"Q-on-Q demand has increased by 56%, exceeding current supply agreements with Southeast Asia Textiles.",medium,3.45,2025-10-25,open
INC-00330,SUP-008,Nordic Cold Chain,Europe,Logistics,97.91,"Mumbai, India",On-Time,0.52,15838.7,2065.32,515.21,demand,Demand surge exceeds Nordic Cold Chain capacity,"Q-on-Q demand has increased by 26%, exceeding current supply agreements with Nordic Cold Chain.",low,2.75,2025-07-09,closed
INC-00331,SUP-010,Bay Area Tech Supplies,North America,Electronics,83.0,"Frankfurt, Germany",On-Time,3.72,21985.25,2443.97,1048.77,shipment,Weather-related disruption — North America,"Severe weather event in North America has disrupted logistics for Bay Area Tech Supplies, causing estimated 4-day delay.",medium,3.23,2025-11-22,open
INC-00332,SUP-007,Southeast Asia Textiles,Asia-Pacific,Manufacturing,50.29,"Mumbai, India",On-Time,0.0,37876.39,1188.15,1331.35,demand,Demand surge exceeds Southeast Asia Textiles capacity,"Q-on-Q demand has increased by 39%, exceeding current supply agreements with Southeast Asia Textiles.",low,1.19,2025-11-29,resolved
INC-00333,SUP-006,Andean Resources Ltd,South America,Raw Materials,89.28,"Los Angeles, USA",Delayed,6.06,27257.44,1800.01,3587.83,shipment,Weather-related disruption — South America,"Severe weather event in South America has disrupted logistics for Andean Resources Ltd, causing estimated 6-day delay.",medium,4.47,2025-10-17,open
INC-00334,SUP-004,NorAm Supply Chain,North America,Packaging,67.37,Singapore,On-Time,4.75,12746.63,1285.99,2512.53,shipment,Weather-related disruption — North America,"Severe weather event in North America has disrupted logistics for NorAm Supply Chain, causing estimated 5-day delay.",medium,4.23,2025-08-20,closed
INC-00335,SUP-009,Midwest Components Inc,North America,Electronics,79.37,"Dubai, UAE",On-Time,3.23,21673.42,1611.31,3602.67,demand,Demand surge exceeds Midwest Components Inc capacity,"Q-on-Q demand has increased by 37%, exceeding current supply agreements with Midwest Components Inc.",high,6.3,2026-03-23,closed
INC-00336,SUP-010,Bay Area Tech Supplies,North America,Electronics,87.23,"Chicago, USA",On-Time,3.42,24428.32,4701.29,226.99,inventory,Low inventory alert — Bay Area Tech Supplies components,Stock levels for Electronics components from Bay Area Tech Supplies have dropped below reorder point. Current: 4701 units vs demand forecast: 227 units.,medium,4.4,2025-11-26,in_progress
INC-00337,SUP-006,Andean Resources Ltd,South America,Raw Materials,78.71,"Dubai, UAE",On-Time,3.04,13169.88,2925.99,1369.2,supplier,Geopolitical risk — South America trade route,New regulatory requirements in South America affecting imports from Andean Resources Ltd. Compliance timeline: 10 days.,medium,3.69,2026-04-11,open
INC-00338,SUP-008,Nordic Cold Chain,Europe,Logistics,87.37,"Los Angeles, USA",On-Time,1.04,41866.38,1857.14,1662.31,inventory,Low inventory alert — Nordic Cold Chain components,Stock levels for Logistics components from Nordic Cold Chain have dropped below reorder point. Current: 1857 units vs demand forecast: 1662 units.,low,2.44,2026-01-18,closed
INC-00339,SUP-004,NorAm Supply Chain,North America,Packaging,55.74,"Shanghai, China",On-Time,4.02,12391.35,4010.19,2980.31,inventory,Stockout risk for Packaging components,"At current consumption rate, Packaging component stock will reach zero in 16 days without restocking.",medium,4.07,2026-01-30,open
INC-00340,SUP-008,Nordic Cold Chain,Europe,Logistics,90.01,"Rotterdam, Netherlands",On-Time,1.41,32095.23,2022.09,2793.12,shipment,Weather-related disruption — Europe,"Severe weather event in Europe has disrupted logistics for Nordic Cold Chain, causing estimated 1-day delay.",low,2.49,2025-07-02,open
INC-00341,SUP-006,Andean Resources Ltd,South America,Raw Materials,74.92,"Sydney, Australia",Delayed,5.86,44930.84,1753.49,1705.87,demand,Demand surge exceeds Andean Resources Ltd capacity,"Q-on-Q demand has increased by 63%, exceeding current supply agreements with Andean Resources Ltd.",medium,3.71,2025-11-28,resolved
INC-00342,SUP-009,Midwest Components Inc,North America,Electronics,61.86,"Los Angeles, USA",In-Transit,5.45,49150.52,1936.3,1217.44,supplier,Midwest Components Inc quality control hold,Batch from Midwest Components Inc placed on quality hold pending inspection. 1936 units temporarily unavailable.,medium,4.26,2026-04-21,in_progress
INC-00343,SUP-007,Southeast Asia Textiles,Asia-Pacific,Manufacturing,62.12,"Houston, USA",In-Transit,6.08,10585.97,1179.68,1335.83,shipment,Weather-related disruption — Asia-Pacific,"Severe weather event in Asia-Pacific has disrupted logistics for Southeast Asia Textiles, causing estimated 6-day delay.",medium,4.56,2025-10-29,open
INC-00344,SUP-010,Bay Area Tech Supplies,North America,Electronics,77.58,"Sydney, Australia",On-Time,1.88,10867.86,4278.35,587.66,shipment,Transportation cost spike on North America routes,Freight costs from North America increased by 24% due to fuel surcharges and carrier capacity constraints.,low,1.33,2025-09-30,open
INC-00345,SUP-002,Pacific Rim Manufacturing,Asia-Pacific,Raw Materials,54.46,Singapore,Critical,17.11,31066.99,180.51,1648.35,supplier,Pacific Rim Manufacturing quality control hold,Batch from Pacific Rim Manufacturing placed on quality hold pending inspection. 181 units temporarily unavailable.,critical,8.12,2025-07-14,open
INC-00346,SUP-005,Gulf Region Distributors,Middle East,Manufacturing,55.56,"São Paulo, Brazil",In-Transit,10.01,29917.34,894.51,237.1,inventory,Stockout risk for Manufacturing components,"At current consumption rate, Manufacturing component stock will reach zero in 16 days without restocking.",high,6.39,2025-12-01,resolved
INC-00347,SUP-009,Midwest Components Inc,North America,Electronics,72.99,"Sydney, Australia",In-Transit,9.23,35445.52,3197.46,2299.54,shipment,Weather-related disruption — North America,"Severe weather event in North America has disrupted logistics for Midwest Components Inc, causing estimated 9-day delay.",high,6.58,2026-02-25,closed
INC-00348,SUP-002,Pacific Rim Manufacturing,Asia-Pacific,Raw Materials,40.54,"São Paulo, Brazil",Critical,14.35,15769.77,1552.69,100.36,shipment,Weather-related disruption — Asia-Pacific,"Severe weather event in Asia-Pacific has disrupted logistics for Pacific Rim Manufacturing, causing estimated 14-day delay.",critical,9.39,2025-08-10,in_progress
INC-00349,SUP-005,Gulf Region Distributors,Middle East,Manufacturing,63.3,"Rotterdam, Netherlands",In-Transit,9.4,17524.9,1194.52,128.15,shipment,Transportation cost spike on Middle East routes,Freight costs from Middle East increased by 33% due to fuel surcharges and carrier capacity constraints.,high,5.83,2025-12-10,resolved
INC-00350,SUP-007,Southeast Asia Textiles,Asia-Pacific,Manufacturing,62.67,"Houston, USA",On-Time,4.38,6198.12,3145.35,2114.78,demand,Demand surge exceeds Southeast Asia Textiles capacity,"Q-on-Q demand has increased by 48%, exceeding current supply agreements with Southeast Asia Textiles.",medium,3.83,2026-04-11,closed
INC-00351,SUP-002,Pacific Rim Manufacturing,Asia-Pacific,Raw Materials,46.7,"Frankfurt, Germany",Critical,16.82,35755.31,3107.76,1161.32,shipment,Pacific Rim Manufacturing delivery delayed by customs clearance,"Shipment from Pacific Rim Manufacturing held at Frankfurt, Germany customs for 17 days due to documentation issues.",critical,9.44,2026-04-16,open
INC-00352,SUP-003,EuroLogistics Partners,Europe,Logistics,92.01,"Los Angeles, USA",On-Time,1.06,8627.08,2220.16,132.0,shipment,Weather-related disruption — Europe,"Severe weather event in Europe has disrupted logistics for EuroLogistics Partners, causing estimated 1-day delay.",low,3.0,2025-07-18,in_progress
INC-00353,SUP-001,GlobalTech Components,Asia-Pacific,Electronics,67.35,"Mumbai, India",In-Transit,9.56,52437.13,327.39,3125.05,supplier,GlobalTech Components quality control hold,Batch from GlobalTech Components placed on quality hold pending inspection. 327 units temporarily unavailable.,critical,9.16,2025-07-08,open
INC-00354,SUP-004,NorAm Supply Chain,North America,Packaging,54.83,"Mumbai, India",In-Transit,13.89,15099.6,4972.95,876.8,demand,Demand surge exceeds NorAm Supply Chain capacity,"Q-on-Q demand has increased by 47%, exceeding current supply agreements with NorAm Supply Chain.",high,7.37,2025-07-20,open
INC-00355,SUP-001,GlobalTech Components,Asia-Pacific,Electronics,71.79,"Shanghai, China",On-Time,0.71,8473.5,2432.09,1265.37,supplier,GlobalTech Components quality control hold,Batch from GlobalTech Components placed on quality hold pending inspection. 2432 units temporarily unavailable.,low,1.65,2025-12-03,open
